Date,Region_Name,Average_Price
1988-04-01,United Kingdom,42475
1988-05-01,England,42707
1988-05-01,Wales,27193
1988-05-01,Scotland,25609
1988-05-01,United Kingdom,42475
1988-06-01,Wales,27193
1988-06-01,England,42707
1988-06-01,Scotland,25609
1988-06-01,United Kingdom,42475
1988-07-01,Wales,31313
1988-07-01,England,48771
1988-07-01,Scotland,27116
1988-07-01,United Kingdom,48120
1988-08-01,Wales,31313
1988-08-01,England,48771
1988-08-01,Scotland,27116
1988-08-01,United Kingdom,48120
1988-09-01,Wales,31313
1988-09-01,England,48771
1988-09-01,Scotland,27116
1988-09-01,United Kingdom,48120
1988-10-01,Wales,32137
1988-10-01,Scotland,27977
1988-10-01,England,51671
1988-10-01,United Kingdom,51077
1988-11-01,Wales,32137
1988-11-01,Scotland,27977
1988-11-01,England,51671
1988-11-01,United Kingdom,51077
1988-12-01,England,51671
1988-12-01,Scotland,27977
1988-12-01,Wales,32137
1988-12-01,United Kingdom,51077
1989-01-01,Scotland,28407
1989-01-01,Wales,36463
1989-01-01,England,52725
1989-01-01,United Kingdom,52152
1989-02-01,Wales,36463
1989-02-01,Scotland,28407
1989-02-01,England,52725
1989-02-01,United Kingdom,52152
1989-03-01,England,52725
1989-03-01,Scotland,28407
1989-03-01,Wales,36463
1989-03-01,United Kingdom,52152
1989-04-01,England,54307
1989-04-01,Wales,40583
1989-04-01,Scotland,30129
1989-04-01,United Kingdom,54034
1989-05-01,Wales,40583
1989-05-01,England,54307
1989-05-01,Scotland,30129
1989-05-01,United Kingdom,54034
1989-06-01,Scotland,30129
1989-06-01,England,54307
1989-06-01,Wales,40583
1989-06-01,United Kingdom,54034
1989-07-01,Scotland,31205
1989-07-01,England,56416
1989-07-01,Wales,41613
1989-07-01,United Kingdom,55916
1989-08-01,Wales,41613
1989-08-01,Scotland,31205
1989-08-01,England,56416
1989-08-01,United Kingdom,55916
1989-09-01,Scotland,31205
1989-09-01,Wales,41613
1989-09-01,England,56416
1989-09-01,United Kingdom,55916
1989-10-01,Scotland,33357
1989-10-01,England,55098
1989-10-01,Wales,39965
1989-10-01,United Kingdom,54841
1989-11-01,England,55098
1989-11-01,Scotland,33357
1989-11-01,Wales,39965
1989-11-01,United Kingdom,54841
1989-12-01,Wales,39965
1989-12-01,Scotland,33357
1989-12-01,England,55098
1989-12-01,United Kingdom,54841
1990-01-01,Wales,40372
1990-01-01,Scotland,32588
1990-01-01,England,53894
1990-01-01,United Kingdom,53658
1990-02-01,Scotland,32588
1990-02-01,Wales,40372
1990-02-01,England,53894
1990-02-01,United Kingdom,53658
1990-03-01,Scotland,32588
1990-03-01,Wales,40372
1990-03-01,England,53894
1990-03-01,United Kingdom,53658
1990-04-01,Scotland,33624
1990-04-01,England,53358
1990-04-01,Wales,38963
1990-04-01,United Kingdom,53176
1990-05-01,England,53358
1990-05-01,Wales,38963
1990-05-01,Scotland,33624
1990-05-01,United Kingdom,53176
1990-06-01,Wales,38963
1990-06-01,Scotland,33624
1990-06-01,England,53358
1990-06-01,United Kingdom,53176
1990-07-01,Scotland,34797
1990-07-01,England,54109
1990-07-01,Wales,43813
1990-07-01,United Kingdom,54141
1990-08-01,Scotland,34797
1990-08-01,England,54109
1990-08-01,Wales,43813
1990-08-01,United Kingdom,54141
1990-09-01,Wales,43813
1990-09-01,Scotland,34797
1990-09-01,England,54109
1990-09-01,United Kingdom,54141
1990-10-01,Scotland,36351
1990-10-01,England,53090
1990-10-01,Wales,41864
1990-10-01,United Kingdom,53337
1990-11-01,Scotland,36351
1990-11-01,England,53090
1990-11-01,Wales,41864
1990-11-01,United Kingdom,53337
1990-12-01,Scotland,36351
1990-12-01,Wales,41864
1990-12-01,England,53090
1990-12-01,United Kingdom,53337
1991-01-01,Wales,39419
1991-01-01,Scotland,38491
1991-01-01,England,52125
1991-01-01,United Kingdom,52586
1991-02-01,England,52125
1991-02-01,Scotland,38491
1991-02-01,Wales,39419
1991-02-01,United Kingdom,52586
1991-03-01,England,52125
1991-03-01,Wales,39419
1991-03-01,Scotland,38491
1991-03-01,United Kingdom,52586
1991-04-01,Scotland,36558
1991-04-01,England,52178
1991-04-01,Wales,38880
1991-04-01,United Kingdom,52372
1991-05-01,Scotland,36558
1991-05-01,Wales,38880
1991-05-01,England,52178
1991-05-01,United Kingdom,52372
1991-06-01,England,52178
1991-06-01,Wales,38880
1991-06-01,Scotland,36558
1991-06-01,United Kingdom,52372
1991-07-01,Wales,41243
1991-07-01,Scotland,36316
1991-07-01,England,53197
1991-07-01,United Kingdom,53390
1991-08-01,Scotland,36316
1991-08-01,Wales,41243
1991-08-01,England,53197
1991-08-01,United Kingdom,53390
1991-09-01,Scotland,36316
1991-09-01,England,53197
1991-09-01,Wales,41243
1991-09-01,United Kingdom,53390
1991-10-01,Scotland,37973
1991-10-01,England,52339
1991-10-01,Wales,43357
1991-10-01,United Kingdom,52908
1991-11-01,Scotland,37973
1991-11-01,Wales,43357
1991-11-01,England,52339
1991-11-01,United Kingdom,52908
1991-12-01,England,52339
1991-12-01,Wales,43357
1991-12-01,Scotland,37973
1991-12-01,United Kingdom,52908
1992-01-01,Scotland,38733
1992-01-01,England,51374
1992-01-01,Wales,42693
1992-01-01,United Kingdom,52050
1992-02-01,Scotland,38733
1992-02-01,Wales,42693
1992-02-01,England,51374
1992-02-01,United Kingdom,52050
1992-03-01,Scotland,38733
1992-03-01,Wales,42693
1992-03-01,England,51374
1992-03-01,United Kingdom,52050
1992-04-01,Wales,40041
1992-04-01,England,50033
1992-04-01,Scotland,38802
1992-04-01,United Kingdom,50817
1992-05-01,England,50033
1992-05-01,Wales,40041
1992-05-01,Scotland,38802
1992-05-01,United Kingdom,50817
1992-06-01,Scotland,38802
1992-06-01,Wales,40041
1992-06-01,England,50033
1992-06-01,United Kingdom,50817
1992-07-01,Scotland,39522
1992-07-01,Wales,38998
1992-07-01,England,50180
1992-07-01,United Kingdom,50967
1992-08-01,Scotland,39522
1992-08-01,Wales,38998
1992-08-01,England,50180
1992-08-01,United Kingdom,50967
1992-09-01,Wales,38998
1992-09-01,England,50180
1992-09-01,Scotland,39522
1992-09-01,United Kingdom,50967
1992-10-01,Scotland,39962
1992-10-01,Wales,39318
1992-10-01,England,47975
1992-10-01,United Kingdom,49018
1992-11-01,England,47975
1992-11-01,Scotland,39962
1992-11-01,Wales,39318
1992-11-01,United Kingdom,49018
1992-12-01,Wales,39318
1992-12-01,England,47975
1992-12-01,Scotland,39962
1992-12-01,United Kingdom,49018
1993-01-01,Scotland,37882
1993-01-01,Wales,39800
1993-01-01,England,48465
1993-01-01,United Kingdom,49268
1993-02-01,Scotland,37882
1993-02-01,Wales,39800
1993-02-01,England,48465
1993-02-01,United Kingdom,49268
1993-03-01,Scotland,37882
1993-03-01,Wales,39800
1993-03-01,England,48465
1993-03-01,United Kingdom,49268
1993-04-01,Scotland,41002
1993-04-01,Wales,39880
1993-04-01,England,48612
1993-04-01,United Kingdom,49668
1993-05-01,Scotland,41002
1993-05-01,Wales,39880
1993-05-01,England,48612
1993-05-01,United Kingdom,49668
1993-06-01,Wales,39880
1993-06-01,England,48612
1993-06-01,Scotland,41002
1993-06-01,United Kingdom,49668
1993-07-01,Scotland,41082
1993-07-01,England,49641
1993-07-01,Wales,40281
1993-07-01,United Kingdom,50717
1993-08-01,Wales,40281
1993-08-01,Scotland,41082
1993-08-01,England,49641
1993-08-01,United Kingdom,50717
1993-09-01,England,49641
1993-09-01,Scotland,41082
1993-09-01,Wales,40281
1993-09-01,United Kingdom,50717
1993-10-01,Scotland,39162
1993-10-01,England,48906
1993-10-01,Wales,39960
1993-10-01,United Kingdom,49768
1993-11-01,Scotland,39162
1993-11-01,Wales,39960
1993-11-01,England,48906
1993-11-01,United Kingdom,49768
1993-12-01,Wales,39960
1993-12-01,Scotland,39162
1993-12-01,England,48906
1993-12-01,United Kingdom,49768
1994-01-01,Scotland,39042
1994-01-01,Wales,38476
1994-01-01,England,49543
1994-01-01,United Kingdom,50317
1994-02-01,Scotland,39042
1994-02-01,Wales,38476
1994-02-01,England,49543
1994-02-01,United Kingdom,50317
1994-03-01,Scotland,39042
1994-03-01,Wales,38476
1994-03-01,England,49543
1994-03-01,United Kingdom,50317
1994-04-01,Scotland,40602
1994-04-01,Wales,41605
1994-04-01,England,50082
1994-04-01,United Kingdom,51017
1994-05-01,Scotland,40602
1994-05-01,Wales,41605
1994-05-01,England,50082
1994-05-01,United Kingdom,51017
1994-06-01,Wales,41605
1994-06-01,Scotland,40602
1994-06-01,England,50082
1994-06-01,United Kingdom,51017
1994-07-01,Scotland,41522
1994-07-01,England,50719
1994-07-01,Wales,42969
1994-07-01,United Kingdom,51866
1994-08-01,Wales,42969
1994-08-01,England,50719
1994-08-01,Scotland,41522
1994-08-01,United Kingdom,51866
1994-09-01,Wales,42969
1994-09-01,Scotland,41522
1994-09-01,England,50719
1994-09-01,United Kingdom,51866
1994-10-01,Scotland,40482
1994-10-01,Wales,38396
1994-10-01,England,50670
1994-10-01,United Kingdom,51517
1994-11-01,Scotland,40482
1994-11-01,England,50670
1994-11-01,Wales,38396
1994-11-01,United Kingdom,51517
1994-12-01,England,50670
1994-12-01,Wales,38396
1994-12-01,Scotland,40482
1994-12-01,United Kingdom,51517
1995-01-01,England,50231
1995-01-01,Wales,40870
1995-01-01,Scotland,38802
1995-01-01,United Kingdom,51067
1995-02-01,England,50130
1995-02-01,Scotland,38802
1995-02-01,Wales,40168
1995-02-01,United Kingdom,51067
1995-03-01,Wales,39559
1995-03-01,Scotland,38802
1995-03-01,England,50229
1995-03-01,United Kingdom,51067
1995-04-01,England,50597
1995-04-01,Scotland,39442
1995-04-01,Wales,40199
1995-04-01,United Kingdom,51617
1995-05-01,England,50679
1995-05-01,Wales,40172
1995-05-01,Scotland,39442
1995-05-01,United Kingdom,51617
1995-06-01,England,50733
1995-06-01,Wales,41223
1995-06-01,Scotland,39442
1995-06-01,United Kingdom,51617
1995-07-01,Scotland,42242
1995-07-01,England,50889
1995-07-01,Wales,41271
1995-07-01,United Kingdom,52066
1995-08-01,Scotland,42242
1995-08-01,England,50606
1995-08-01,Wales,40870
1995-08-01,United Kingdom,52066
1995-09-01,England,50331
1995-09-01,Wales,40870
1995-09-01,Scotland,42242
1995-09-01,United Kingdom,52066
1995-10-01,Scotland,41442
1995-10-01,England,49892
1995-10-01,Wales,40193
1995-10-01,United Kingdom,51367
1995-11-01,Scotland,41442
1995-11-01,Wales,40346
1995-11-01,England,49839
1995-11-01,United Kingdom,51367
1995-12-01,Scotland,41442
1995-12-01,Wales,39715
1995-12-01,England,49965
1995-12-01,United Kingdom,51367
1996-01-01,England,49410
1996-01-01,Wales,40283
1996-01-01,Scotland,43242
1996-01-01,United Kingdom,52116
1996-02-01,England,49601
1996-02-01,Wales,39692
1996-02-01,Scotland,43242
1996-02-01,United Kingdom,52116
1996-03-01,Wales,39362
1996-03-01,England,49739
1996-03-01,Scotland,43242
1996-03-01,United Kingdom,52116
1996-04-01,Wales,41006
1996-04-01,Scotland,40642
1996-04-01,England,50352
1996-04-01,United Kingdom,52166
1996-05-01,England,50815
1996-05-01,Scotland,40642
1996-05-01,Wales,40703
1996-05-01,United Kingdom,52166
1996-06-01,England,51071
1996-06-01,Scotland,40642
1996-06-01,Wales,41003
1996-06-01,United Kingdom,52166
1996-07-01,Wales,41206
1996-07-01,England,51648
1996-07-01,Scotland,42322
1996-07-01,United Kingdom,54215
1996-08-01,England,52028
1996-08-01,Scotland,42322
1996-08-01,Wales,41283
1996-08-01,United Kingdom,54215
1996-09-01,Scotland,42322
1996-09-01,Wales,40852
1996-09-01,England,51952
1996-09-01,United Kingdom,54215
1996-10-01,Scotland,42602
1996-10-01,Wales,41454
1996-10-01,England,51862
1996-10-01,United Kingdom,55164
1996-11-01,Scotland,42602
1996-11-01,Wales,41029
1996-11-01,England,52396
1996-11-01,United Kingdom,55164
1996-12-01,Scotland,42602
1996-12-01,Wales,41550
1996-12-01,England,52640
1996-12-01,United Kingdom,55164
1997-01-01,England,52672
1997-01-01,Wales,41212
1997-01-01,Scotland,41802
1997-01-01,United Kingdom,55914
1997-02-01,England,53060
1997-02-01,Wales,42260
1997-02-01,Scotland,41802
1997-02-01,United Kingdom,55914
1997-03-01,England,53612
1997-03-01,Scotland,41802
1997-03-01,Wales,42183
1997-03-01,United Kingdom,55914
1997-04-01,Wales,41863
1997-04-01,Scotland,44242
1997-04-01,England,54361
1997-04-01,United Kingdom,57063
1997-05-01,Wales,43029
1997-05-01,England,55230
1997-05-01,Scotland,44242
1997-05-01,United Kingdom,57063
1997-06-01,Wales,43829
1997-06-01,England,55836
1997-06-01,Scotland,44242
1997-06-01,United Kingdom,57063
1997-07-01,Wales,43327
1997-07-01,England,56732
1997-07-01,Scotland,45442
1997-07-01,United Kingdom,59961
1997-08-01,England,57356
1997-08-01,Wales,44007
1997-08-01,Scotland,45442
1997-08-01,United Kingdom,59961
1997-09-01,England,57584
1997-09-01,Scotland,45442
1997-09-01,Wales,43819
1997-09-01,United Kingdom,59961
1997-10-01,Wales,43806
1997-10-01,England,57637
1997-10-01,Scotland,45522
1997-10-01,United Kingdom,59511
1997-11-01,England,58063
1997-11-01,Wales,43700
1997-11-01,Scotland,45522
1997-11-01,United Kingdom,59511
1997-12-01,Wales,43814
1997-12-01,England,58125
1997-12-01,Scotland,45522
1997-12-01,United Kingdom,59511
1998-01-01,England,58444
1998-01-01,Wales,44055
1998-01-01,Scotland,44642
1998-01-01,United Kingdom,61010
1998-02-01,Wales,43501
1998-02-01,England,58214
1998-02-01,Scotland,44642
1998-02-01,United Kingdom,61010
1998-03-01,Wales,44132
1998-03-01,England,58775
1998-03-01,Scotland,44642
1998-03-01,United Kingdom,61010
1998-04-01,Wales,45389
1998-04-01,England,60109
1998-04-01,Scotland,46282
1998-04-01,United Kingdom,64258
1998-05-01,Wales,45211
1998-05-01,England,60687
1998-05-01,Scotland,46282
1998-05-01,United Kingdom,64258
1998-06-01,England,61026
1998-06-01,Scotland,46282
1998-06-01,Wales,45333
1998-06-01,United Kingdom,64258
1998-07-01,England,61817
1998-07-01,Scotland,48562
1998-07-01,Wales,45705
1998-07-01,United Kingdom,67057
1998-08-01,Scotland,48562
1998-08-01,England,62071
1998-08-01,Wales,45727
1998-08-01,United Kingdom,67057
1998-09-01,Wales,45692
1998-09-01,Scotland,48562
1998-09-01,England,61941
1998-09-01,United Kingdom,67057
1998-10-01,Wales,45449
1998-10-01,Scotland,46682
1998-10-01,England,61805
1998-10-01,United Kingdom,66757
1998-11-01,Wales,44984
1998-11-01,Scotland,46682
1998-11-01,England,61713
1998-11-01,United Kingdom,66757
1998-12-01,Wales,45767
1998-12-01,Scotland,46682
1998-12-01,England,61912
1998-12-01,United Kingdom,66757
1999-01-01,England,62092
1999-01-01,Wales,46581
1999-01-01,Scotland,44962
1999-01-01,United Kingdom,67157
1999-02-01,Scotland,44962
1999-02-01,England,61861
1999-02-01,Wales,45880
1999-02-01,United Kingdom,67157
1999-03-01,Wales,45446
1999-03-01,England,62669
1999-03-01,Scotland,44962
1999-03-01,United Kingdom,67157
1999-04-01,Wales,46877
1999-04-01,England,63869
1999-04-01,Scotland,47362
1999-04-01,United Kingdom,70005
1999-05-01,England,64580
1999-05-01,Scotland,47362
1999-05-01,Wales,46484
1999-05-01,United Kingdom,70005
1999-06-01,Wales,46975
1999-06-01,Scotland,47362
1999-06-01,England,65550
1999-06-01,United Kingdom,70005
1999-07-01,England,66668
1999-07-01,Scotland,49922
1999-07-01,Wales,48092
1999-07-01,United Kingdom,74102
1999-08-01,Wales,47489
1999-08-01,England,67694
1999-08-01,Scotland,49922
1999-08-01,United Kingdom,74102
1999-09-01,England,68748
1999-09-01,Scotland,49922
1999-09-01,Wales,48716
1999-09-01,United Kingdom,74102
1999-10-01,Wales,48593
1999-10-01,Scotland,49922
1999-10-01,England,69179
1999-10-01,United Kingdom,76001
1999-11-01,Wales,49410
1999-11-01,England,70087
1999-11-01,Scotland,49922
1999-11-01,United Kingdom,76001
1999-12-01,England,70878
1999-12-01,Wales,48995
1999-12-01,Scotland,49922
1999-12-01,United Kingdom,76001
2000-01-01,Scotland,49682
2000-01-01,England,71017
2000-01-01,Wales,49286
2000-01-01,United Kingdom,77950
2000-02-01,Wales,49533
2000-02-01,England,71405
2000-02-01,Scotland,49682
2000-02-01,United Kingdom,77950
2000-03-01,Scotland,49682
2000-03-01,England,72713
2000-03-01,Wales,49570
2000-03-01,United Kingdom,77950
2000-04-01,England,75186
2000-04-01,Wales,50618
2000-04-01,Scotland,49442
2000-04-01,United Kingdom,82197
2000-05-01,Wales,50753
2000-05-01,England,75859
2000-05-01,Scotland,49442
2000-05-01,United Kingdom,82197
2000-06-01,England,76729
2000-06-01,Wales,50597
2000-06-01,Scotland,49442
2000-06-01,United Kingdom,82197
2000-07-01,England,77950
2000-07-01,Wales,51806
2000-07-01,Scotland,49762
2000-07-01,United Kingdom,83746
2000-08-01,England,78839
2000-08-01,Wales,51784
2000-08-01,Scotland,49762
2000-08-01,United Kingdom,83746
2000-09-01,England,78920
2000-09-01,Scotland,49762
2000-09-01,Wales,52500
2000-09-01,United Kingdom,83746
2000-10-01,England,78609
2000-10-01,Wales,51966
2000-10-01,Scotland,49682
2000-10-01,United Kingdom,86244
2000-11-01,England,78879
2000-11-01,Wales,52544
2000-11-01,Scotland,49682
2000-11-01,United Kingdom,86244
2000-12-01,England,79487
2000-12-01,Scotland,49682
2000-12-01,Wales,52479
2000-12-01,United Kingdom,86244
2001-01-01,Scotland,52082
2001-01-01,England,79663
2001-01-01,Wales,51586
2001-01-01,United Kingdom,85794
2001-02-01,Scotland,52082
2001-02-01,Wales,52492
2001-02-01,England,79539
2001-02-01,United Kingdom,85794
2001-03-01,Scotland,52082
2001-03-01,England,80480
2001-03-01,Wales,53099
2001-03-01,United Kingdom,85794
2001-04-01,Scotland,50762
2001-04-01,England,82554
2001-04-01,Wales,53840
2001-04-01,United Kingdom,88892
2001-05-01,Wales,55074
2001-05-01,England,83763
2001-05-01,Scotland,50762
2001-05-01,United Kingdom,88892
2001-06-01,England,84953
2001-06-01,Wales,55635
2001-06-01,Scotland,50762
2001-06-01,United Kingdom,88892
2001-07-01,England,86323
2001-07-01,Scotland,52202
2001-07-01,Wales,56822
2001-07-01,United Kingdom,92090
2001-08-01,England,88117
2001-08-01,Wales,57271
2001-08-01,Scotland,52202
2001-08-01,United Kingdom,92090
2001-09-01,Wales,57382
2001-09-01,Scotland,52202
2001-09-01,England,88448
2001-09-01,United Kingdom,92090
2001-10-01,Wales,56748
2001-10-01,England,88901
2001-10-01,Scotland,52602
2001-10-01,United Kingdom,90242
2001-11-01,England,89771
2001-11-01,Wales,58396
2001-11-01,Scotland,52602
2001-11-01,United Kingdom,90242
2001-12-01,Wales,58150
2001-12-01,Scotland,52602
2001-12-01,England,90629
2001-12-01,United Kingdom,90242
2002-01-01,Scotland,51627
2002-01-01,England,90840
2002-01-01,Wales,58447
2002-01-01,United Kingdom,89928
2002-02-01,Scotland,53722
2002-02-01,Wales,58515
2002-02-01,England,91276
2002-02-01,United Kingdom,93190
2002-03-01,Scotland,55818
2002-03-01,England,93433
2002-03-01,Wales,59032
2002-03-01,United Kingdom,96451
2002-04-01,Scotland,56623
2002-04-01,England,95692
2002-04-01,Wales,61316
2002-04-01,United Kingdom,97756
2002-05-01,Wales,62603
2002-05-01,Scotland,58181
2002-05-01,England,98623
2002-05-01,United Kingdom,100272
2002-06-01,England,100844
2002-06-01,Scotland,60491
2002-06-01,Wales,65727
2002-06-01,United Kingdom,104372
2002-07-01,Wales,66158
2002-07-01,England,103856
2002-07-01,Scotland,60653
2002-07-01,United Kingdom,105211
2002-08-01,Wales,68112
2002-08-01,England,106529
2002-08-01,Scotland,60814
2002-08-01,United Kingdom,107541
2002-09-01,Wales,68009
2002-09-01,Scotland,62103
2002-09-01,England,107551
2002-09-01,United Kingdom,110150
2002-10-01,Wales,69058
2002-10-01,England,109405
2002-10-01,Scotland,61512
2002-10-01,United Kingdom,110989
2002-11-01,England,112062
2002-11-01,Wales,71435
2002-11-01,Scotland,61996
2002-11-01,United Kingdom,112107
2002-12-01,Scotland,64252
2002-12-01,England,113279
2002-12-01,Wales,71307
2002-12-01,United Kingdom,115835
2003-01-01,Scotland,62210
2003-01-01,Wales,73663
2003-01-01,England,114816
2003-01-01,United Kingdom,114996
2003-02-01,Scotland,57913
2003-02-01,England,114952
2003-02-01,Wales,74376
2003-02-01,United Kingdom,113785
2003-03-01,Scotland,61297
2003-03-01,England,116372
2003-03-01,Wales,75059
2003-03-01,United Kingdom,116208
2003-04-01,Wales,78253
2003-04-01,England,119186
2003-04-01,Scotland,64950
2003-04-01,United Kingdom,119003
2003-05-01,Scotland,65004
2003-05-01,England,121131
2003-05-01,Wales,79452
2003-05-01,United Kingdom,118164
2003-06-01,Scotland,66025
2003-06-01,Wales,80978
2003-06-01,England,122126
2003-06-01,United Kingdom,118444
2003-07-01,Wales,83398
2003-07-01,Scotland,68389
2003-07-01,England,124926
2003-07-01,United Kingdom,120494
2003-08-01,Wales,86323
2003-08-01,Scotland,70323
2003-08-01,England,126416
2003-08-01,United Kingdom,122638
2003-09-01,Wales,87053
2003-09-01,Scotland,70108
2003-09-01,England,126371
2003-09-01,United Kingdom,122265
2003-10-01,Wales,87778
2003-10-01,Scotland,72955
2003-10-01,England,128294
2003-10-01,United Kingdom,124408
2003-11-01,England,129514
2003-11-01,Wales,89440
2003-11-01,Scotland,71988
2003-11-01,United Kingdom,123010
2003-12-01,England,131221
2003-12-01,Scotland,74191
2003-12-01,Wales,92527
2003-12-01,United Kingdom,125433
2004-01-01,Wales,93655
2004-01-01,Scotland,76662
2004-01-01,England,131914
2004-01-01,United Kingdom,126179
2004-02-01,Scotland,75645
2004-02-01,England,132447
2004-02-01,Wales,94779
2004-02-01,United Kingdom,124967
2004-03-01,England,134606
2004-03-01,Wales,95626
2004-03-01,Scotland,78418
2004-03-01,United Kingdom,125247
2004-04-01,Wales,101714
2004-04-01,England,139024
2004-04-01,Scotland,83623
2004-04-01,United Kingdom,130931
2004-05-01,England,141728
2004-05-01,Scotland,85015
2004-05-01,Wales,102295
2004-05-01,United Kingdom,132516
2004-06-01,England,144951
2004-06-01,Wales,107651
2004-06-01,Scotland,89148
2004-06-01,United Kingdom,134845
2004-07-01,Wales,111212
2004-07-01,Scotland,91287
2004-07-01,England,147974
2004-07-01,United Kingdom,137734
2004-08-01,England,149891
2004-08-01,Wales,114414
2004-08-01,Scotland,91270
2004-08-01,United Kingdom,139319
2004-09-01,Wales,113047
2004-09-01,Scotland,89835
2004-09-01,England,150347
2004-09-01,United Kingdom,139039
2004-10-01,Scotland,91511
2004-10-01,England,150455
2004-10-01,Wales,114182
2004-10-01,United Kingdom,140064
2004-11-01,Wales,116354
2004-11-01,Scotland,91130
2004-11-01,England,151373
2004-11-01,United Kingdom,139878
2004-12-01,Scotland,93321
2004-12-01,England,150954
2004-12-01,Wales,115521
2004-12-01,United Kingdom,138853
2005-01-01,Wales,117235
2005-01-01,England,149713
2005-01-01,Scotland,90440
2005-01-01,United Kingdom,138759
2005-02-01,Scotland,90028
2005-02-01,England,149748
2005-02-01,Wales,114635
2005-02-01,United Kingdom,138626
2005-03-01,England,150724
2005-03-01,Scotland,92995
2005-03-01,Wales,116512
2005-03-01,United Kingdom,139763
2005-04-01,Scotland,98866
2005-04-01,Wales,117494
2005-04-01,England,152323
2005-04-01,United Kingdom,141751
2005-05-01,Scotland,99902
2005-05-01,England,153954
2005-05-01,Wales,119816
2005-05-01,United Kingdom,143273
2005-06-01,Wales,120702
2005-06-01,Scotland,103919
2005-06-01,England,154903
2005-06-01,United Kingdom,144410
2005-07-01,Scotland,105856
2005-07-01,England,156496
2005-07-01,Wales,123592
2005-07-01,United Kingdom,146269
2005-08-01,England,157142
2005-08-01,Scotland,105951
2005-08-01,Wales,124865
2005-08-01,United Kingdom,146864
2005-09-01,England,156885
2005-09-01,Wales,124329
2005-09-01,Scotland,106034
2005-09-01,United Kingdom,146635
2005-10-01,Wales,124521
2005-10-01,England,156384
2005-10-01,Scotland,105467
2005-10-01,United Kingdom,146342
2005-11-01,Wales,123873
2005-11-01,Scotland,104885
2005-11-01,England,157012
2005-11-01,United Kingdom,146777
2005-12-01,Wales,122782
2005-12-01,Scotland,106541
2005-12-01,England,157901
2005-12-01,United Kingdom,147580
2006-01-01,Scotland,105257
2006-01-01,Wales,123010
2006-01-01,England,157240
2006-01-01,United Kingdom,147360
2006-02-01,Wales,125191
2006-02-01,England,157572
2006-02-01,Scotland,103309
2006-02-01,United Kingdom,147601
2006-03-01,England,158616
2006-03-01,Scotland,107282
2006-03-01,Wales,126482
2006-03-01,United Kingdom,148798
2006-04-01,Scotland,111829
2006-04-01,Wales,126895
2006-04-01,England,161569
2006-04-01,United Kingdom,152032
2006-05-01,England,163051
2006-05-01,Scotland,114395
2006-05-01,Wales,127866
2006-05-01,United Kingdom,153473
2006-06-01,England,164498
2006-06-01,Wales,131176
2006-06-01,Scotland,115914
2006-06-01,United Kingdom,154927
2006-07-01,England,166323
2006-07-01,Scotland,118077
2006-07-01,Wales,131002
2006-07-01,United Kingdom,157156
2006-08-01,Wales,132775
2006-08-01,Scotland,119737
2006-08-01,England,167681
2006-08-01,United Kingdom,158476
2006-09-01,England,168315
2006-09-01,Wales,132730
2006-09-01,Scotland,121628
2006-09-01,United Kingdom,159122
2006-10-01,Scotland,118828
2006-10-01,England,168931
2006-10-01,Wales,132371
2006-10-01,United Kingdom,160054
2006-11-01,Scotland,120670
2006-11-01,Wales,134030
2006-11-01,England,169678
2006-11-01,United Kingdom,160878
2006-12-01,England,171862
2006-12-01,Scotland,122894
2006-12-01,Wales,134947
2006-12-01,United Kingdom,162881
2007-01-01,Scotland,121923
2007-01-01,Wales,132332
2007-01-01,England,171666
2007-01-01,United Kingdom,162825
2007-02-01,Scotland,119596
2007-02-01,Wales,135831
2007-02-01,England,172207
2007-02-01,United Kingdom,163288
2007-03-01,England,173449
2007-03-01,Scotland,124226
2007-03-01,Wales,133935
2007-03-01,United Kingdom,164555
2007-04-01,England,176281
2007-04-01,Wales,137146
2007-04-01,Scotland,130471
2007-04-01,United Kingdom,167877
2007-05-01,Scotland,133535
2007-05-01,England,178266
2007-05-01,Wales,138195
2007-05-01,United Kingdom,169800
2007-06-01,England,180161
2007-06-01,Wales,139568
2007-06-01,Scotland,136549
2007-06-01,United Kingdom,171659
2007-07-01,Wales,139419
2007-07-01,Scotland,136470
2007-07-01,England,182558
2007-07-01,United Kingdom,173817
2007-08-01,Wales,142328
2007-08-01,Scotland,137886
2007-08-01,England,183472
2007-08-01,United Kingdom,174826
2007-09-01,Wales,141237
2007-09-01,England,183883
2007-09-01,Scotland,136930
2007-09-01,United Kingdom,175052
2007-10-01,England,183823
2007-10-01,Wales,141862
2007-10-01,Scotland,134287
2007-10-01,United Kingdom,174644
2007-11-01,Scotland,136189
2007-11-01,Wales,140616
2007-11-01,England,183636
2007-11-01,United Kingdom,174553
2007-12-01,Scotland,134469
2007-12-01,Wales,139530
2007-12-01,England,183515
2007-12-01,United Kingdom,174280
2008-01-01,Wales,138585
2008-01-01,England,181037
2008-01-01,Scotland,133172
2008-01-01,United Kingdom,171137
2008-02-01,Scotland,132325
2008-02-01,England,179448
2008-02-01,Wales,136949
2008-02-01,United Kingdom,169666
2008-03-01,Scotland,132653
2008-03-01,England,178118
2008-03-01,Wales,133982
2008-03-01,United Kingdom,168432
2008-04-01,Wales,134268
2008-04-01,Scotland,134077
2008-04-01,England,178550
2008-04-01,United Kingdom,168711
2008-05-01,Wales,135162
2008-05-01,England,179175
2008-05-01,Scotland,140152
